Employee_ID,Manager_ID,Department,Job_Title,Performance_Rating,Hire_Date,Onboarding_Date,First_Project_Start_Date,Future Date,Bonus,Training_Program,Mentor_ID,Professional_Development_Hours,Number_Of_Promotions,Highest_Education_Level,Certifications,Annual_Salary_Increase_Percentage,Performance_Bonus_Percentage,Work_Hours_Per_Week,Telecommuting_Days_Per_Week,Overtime_Hours_Per_Week,Number_Of_Team_Building_Activities,Conflict_Resolution_Cases,Customer_Complaints_Handled,Leadership_Qualities_Rating,Technical_Skills_Rating,Communication_Skills_Rating,Problem_Solving_Skills_Rating,Teamwork_Skills_Rating,Initiative_Rating,Adaptability_Rating,Creativity_Rating,Strategic_Thinking_Rating,Employee_Engagement_Score,Innovation_Projects_Involvement,Feedback_From_Colleagues,Feedback_From_Supervisors,Employee_Resignation_Status,Supplier_Contact,Work_Quality_Improvement_Plan,Career_Goals_Set,Career_Goals_Achievement_Status,Hiring_Source,Time_to_Hire,Hiring_Manager_Satisfaction,Recruitment_Cost,Offer_Acceptance_Date,Project_ID,Project_Type,Project_Size,Project_Complexity,Project_Role,Project_Outcome,Peer_Reviews,Customer_Feedback,Innovation_Contributions,Leadership_Potential,Development_Plan_Completion,Internship_Duration,Internship_Completion_Status,Internship_Supervisor_ID,Internship_Project_Assigned,Internship_Evaluation_Score,Internship_Conversion_Status,Internship_Learning_Outcomes,Mentor_Experience_Level,Mentor_Rating,Mentor_Availability_Hours_Per_Week,Mentor_Training_Provided,Internship_Goals_Set,Internship_Goals_Achievement_Status,Employee_Training_Cost,Employee_Award_Recognition,Employee_Health_Insurance_Coverage,Employee_Travel_Allowance,Employee_Stock_Options,Employee_Compensation_Benefits,Employee_Savings_Plans,Employee_Training_Certification_Status,Employee_Training_Evaluation_Score,Employee_Training_Cost_Budget,Employee_Training_Participation_Rate,Employee_Professional_Associations,Employee_Mentorship_Program_Participation,Employee_Volunteer_Activities,Employee_Work_Life_Balance_Rating,Employee_Retirement_Benefits,Employee_Annual_Salary_Adjustment,Employee_Job_Satisfaction_Score,Employee_Leadership_Training,Employee_Team_Leadership_Experience,Employee_Conflict_Resolution_Skills,Employee_Organizational_Culture_Fit,Employee_Innovative_Skills,Employee_Problem_Solving_Capabilities,Employee_Technical_Training_Programs,Employee_Development_Opportunities,Employee_Career_Progression_Plan,Employee_Professional_Growth_Potential,Employee_Performance_Improvement_Plan,Employee_Recognition_Programs_Participation,Employee_Job_Rotation_Experience,Employee_Team_Collaboration_Effectiveness,Employee_Stakeholder_Management_Skills,Employee_Personal_Development_Plans,,,,
2024/Marketing/3085,2024/HR/2308,Sales,Analyst,13,2018-12-28,2019-04-03,2019-06-27,80021,5048,Basic,2024/IT/2294,55,2,PhD,Google Cloud,5,1,45,3,4,5,4,3,2,8,5,4,11,6,8,9,7,88,Yes,10,6,Yes,Phone,No,Short-term,Not Started,Internal,37,6,5018,2018-12-28,Project-64,Consulting,Small,Moderate,Developer,Successful,13,10,Low,High,Partial,5,Incomplete,2024/HR/0529,Project C,6,Converted,Learning Outcome C,Junior,8,6,Yes,Yes,Not Started,981,Award,Basic,1509,None,5065,2998,Certified,75,978,91,Inactive,Active,Yes,5,Premium,6,5,None,7,12,7,9,11,6,7,6,8,12,Yes,7,11,9,Active,,,,
2024/Sales/3086,2024/HR/1457,HR,Consultant,8,2023-12-28,2024-02-26,2024-05-04,79919,4922,None,2024/Sales/1605,39,0,Master,AWS,8,3,42,2,4,9,5,4,8,10,8,9,7,9,10,5,15,73,Yes,6,5,Yes,Fax,No,Long-term,Not Started,Internal,30,5,4947,2023-12-28,Project-8,Consulting,Medium,Moderate,Analyst,Failed,8,4,Low,Low,Partial,6,Incomplete,2024/Finance/1953,Project A,11,Not Converted,Learning Outcome C,Senior,7,3,No,Yes,Not Started,976,Recognition,Premium,1515,Stock Options,4956,2916,Certified,72,987,78,Inactive,Inactive,Yes,8,Premium,7,11,None,16,9,9,6,11,12,11,5,4,3,Yes,12,9,7,Active,,,,
2024/Marketing/3087,2024/HR/2674,IT,Consultant,12,2022-09-09,2023-01-06,2023-02-21,80150,4927,None,2024/IT/0473,59,0,PhD,Google Cloud,7,3,45,3,6,9,1,5,6,10,8,7,5,13,10,11,3,78,Yes,3,8,Yes,Direct Visit,Yes,Short-term,Not Started,Job Board,30,4,4975,2022-09-09,Project-34,Research,Medium,Moderate,Analyst,Successful,4,7,Medium,Low,Partial,5,Completed,2024/IT/2615,Project C,13,Converted,Learning Outcome C,Associate,9,6,Yes,Yes,In Progress,1009,Recognition,Basic,1492,None,4977,3039,In Progress,81,996,76,Active,Active,Yes,3,Standard,2,11,Leadership Training,9,6,9,8,5,9,6,8,11,3,No,5,4,7,Inactive,,,,
2024/Sales/3088,2024/HR/0498,HR,Consultant,11,2023-08-01,2023-10-09,2023-11-19,80433,4948,Advanced,2024/Finance/0303,47,0,PhD,None,7,6,36,5,11,9,4,2,8,5,9,7,9,9,9,9,7,87,No,3,7,No,Phone,Yes,Medium-term,Not Started,Internal,23,4,5031,2023-08-01,Project-48,Research,Large,Moderate,Developer,Failed,5,7,Low,Medium,Not Started,4,Incomplete,2024/Finance/2712,Project C,4,Not Converted,Learning Outcome A,Associate,9,2,No,Yes,Achieved,1035,None,Basic,1517,Stock Options,5071,2876,Not Certified,87,954,80,Inactive,Inactive,Yes,7,Standard,7,8,None,5,12,6,7,5,7,7,5,6,6,Yes,8,7,7,Inactive,,,,
2024/Marketing/3089,2024/HR/1399,Finance,Consultant,8,2020-07-26,2020-11-26,2021-01-16,79652,5020,Basic,2024/IT/2495,65,1,PhD,CFA,7,2,39,0,9,5,0,3,11,8,9,8,3,6,8,14,12,87,Yes,7,4,Yes,Phone,Yes,Medium-term,Achieved,Internal,29,5,5039,2020-07-26,Project-54,Consulting,Small,Simple,Manager,Failed,11,13,High,Low,Not Started,4,Incomplete,2024/Marketing/3084,Project B,6,Converted,Learning Outcome C,Senior,9,10,No,Yes,Not Started,958,None,Basic,1506,Stock Options,4976,3028,Certified,88,1050,66,Active,Active,No,7,Standard,1,0,None,11,10,7,10,13,5,11,13,9,4,No,13,10,6,Active,,,,
2024/IT/3090,2024/HR/1487,Finance,Consultant,13,2023-07-08,2023-09-25,2023-11-12,79954,5006,None,2024/Sales/1929,43,0,Bachelor,None,12,2,35,1,5,6,0,0,5,4,5,4,12,8,18,10,8,83,No,11,1,No,Email,No,Long-term,Not Started,Job Board,26,3,4946,2023-07-08,Project-98,Consulting,Small,Simple,Analyst,In Progress,11,7,High,High,Partial,6,Incomplete,2024/IT/2006,Project B,7,Not Converted,Learning Outcome A,Associate,9,9,No,No,Not Started,993,None,Basic,1529,None,4885,2987,In Progress,80,981,82,Inactive,Inactive,No,15,Standard,9,6,None,6,17,14,4,6,8,5,7,7,9,No,10,10,7,Active,,,,
2024/HR/3091,2024/IT/2003,IT,Analyst,10,2018-11-20,2019-04-19,2019-07-15,79471,5001,None,2024/IT/1128,43,2,Master,CFA,3,4,39,3,8,7,3,0,7,7,7,8,8,13,12,6,8,88,Yes,7,8,Yes,Direct Visit,No,Medium-term,In Progress,Referral,25,2,5076,2018-11-20,Project-93,Development,Small,Simple,Manager,Failed,6,5,High,Low,Complete,2,Incomplete,2024/Finance/2505,Project C,8,Not Converted,Learning Outcome B,Senior,6,10,No,Yes,Achieved,976,None,Standard,1498,Stock Options,5128,3080,In Progress,66,989,96,Inactive,Inactive,No,1,Standard,1,9,None,11,6,8,6,8,6,3,7,4,9,Yes,9,10,6,Active,,,,
2024/Marketing/3092,2024/Finance/2858,HR,Manager,10,2022-10-29,2023-02-16,2023-05-05,79984,4997,Basic,2024/Sales/1338,45,1,Master,CFA,3,3,36,1,5,9,3,3,9,9,8,11,11,10,8,12,8,71,No,12,6,Yes,Direct Visit,Yes,Medium-term,In Progress,Referral,40,5,5002,2022-10-29,Project-96,Consulting,Medium,Complex,Developer,In Progress,5,17,Low,Low,Complete,3,Incomplete,2024/HR/0411,Project C,4,Converted,Learning Outcome B,Associate,9,3,No,No,Not Started,1014,Award,Standard,1503,None,5016,2959,Certified,69,923,86,Active,Active,Yes,3,Premium,5,8,Leadership Training,5,8,6,6,12,8,7,9,5,7,Yes,7,7,8,Inactive,,,,
2024/Sales/3093,2024/Finance/1475,Sales,Consultant,7,2024-08-09,2024-10-10,2024-11-30,79623,5094,Basic,2024/Finance/2225,48,0,Master,PMP,5,3,42,5,9,2,5,5,6,9,10,7,3,10,11,7,10,80,Yes,6,7,No,Email,Yes,Short-term,Achieved,Agency,31,2,5014,2024-08-09,Project-18,Development,Large,Complex,Developer,In Progress,6,6,Medium,Low,Not Started,5,Completed,2024/Finance/3039,Project B,5,Converted,Learning Outcome C,Senior,4,2,No,No,In Progress,1023,Recognition,Premium,1573,None,4849,3048,Certified,70,975,67,Inactive,Active,No,3,Basic,3,8,Leadership Training,4,11,3,3,12,11,8,6,10,10,Yes,8,5,11,Inactive,,,,
2024/Finance/3094,2024/IT/0924,IT,Analyst,8,2023-01-07,2023-05-26,2023-07-20,79682,5013,None,2024/Finance/2770,57,1,Bachelor,None,6,0,43,0,8,2,1,2,5,10,5,4,8,8,11,9,19,88,Yes,5,5,Yes,Email,No,Long-term,In Progress,Referral,29,3,4903,2023-01-07,Project-41,Development,Large,Moderate,Developer,Successful,8,2,Low,High,Partial,2,Completed,2024/Marketing/0144,Project C,6,Converted,Learning Outcome B,Senior,10,8,No,Yes,Achieved,982,None,Standard,1510,None,5060,3040,Certified,84,1008,73,Inactive,Inactive,No,8,Basic,3,7,None,10,9,9,3,10,11,4,3,8,6,No,3,13,8,Active,,,,
2024/HR/3095,2024/Marketing/1821,Finance,Consultant,9,2024-02-06,2024-04-09,2024-06-08,79808,5040,Advanced,2024/Finance/2984,35,0,Bachelor,PMP,5,4,38,2,4,6,2,0,5,6,5,7,7,5,8,8,8,69,Yes,14,9,No,Phone,No,Medium-term,Not Started,Referral,29,7,4972,2024-02-06,Project-91,Research,Small,Complex,Manager,Failed,4,6,Medium,High,Partial,2,Incomplete,2024/Sales/1299,Project C,7,Converted,Learning Outcome B,Senior,6,5,No,Yes,Not Started,1024,Award,Premium,1531,None,5041,3017,In Progress,91,1054,72,Inactive,Inactive,Yes,2,Standard,7,10,None,16,10,6,10,9,8,8,5,12,12,No,9,6,6,Inactive,,,,
2024/Finance/3096,2024/Finance/1641,Sales,Manager,12,2020-06-06,2020-06-25,2020-08-24,80296,5024,None,2024/Finance/2984,43,1,Bachelor,PMP,5,4,35,3,9,4,1,4,7,5,5,12,7,5,12,7,10,83,No,5,3,Yes,Direct Visit,No,Long-term,In Progress,Internal,33,8,5004,2020-06-06,Project-57,Consulting,Medium,Moderate,Analyst,In Progress,7,2,Medium,High,Not Started,6,Completed,2024/IT/0648,Project C,9,Converted,Learning Outcome C,Junior,4,5,Yes,No,In Progress,971,None,Premium,1534,None,4795,3110,In Progress,58,991,58,Inactive,Inactive,No,7,Standard,6,9,Leadership Training,8,8,8,12,11,5,5,9,7,5,Yes,7,9,9,Active,,,,
2024/Sales/3097,2024/Marketing/0730,Marketing,Analyst,9,2020-01-09,2020-05-30,2020-08-19,80172,5046,Advanced,2024/IT/3004,43,0,Bachelor,PMP,2,3,44,4,7,3,0,5,9,9,13,8,8,10,9,9,7,75,No,10,6,Yes,Email,No,Medium-term,Achieved,Agency,30,5,5037,2020-01-09,Project-36,Research,Large,Moderate,Analyst,Failed,5,9,Medium,Medium,Complete,1,Completed,2024/Sales/1586,Project C,13,Converted,Learning Outcome C,Mid-Senior,11,3,Yes,Yes,In Progress,1012,Recognition,Standard,1528,None,4982,2996,Certified,78,1001,77,Active,Inactive,No,9,Basic,6,14,None,8,8,3,12,8,7,8,10,14,9,No,5,9,7,Active,,,,
2024/HR/3098,2024/Sales/2901,Sales,Consultant,13,2023-02-16,2023-03-17,2023-06-01,79305,5031,Advanced,2024/IT/3004,46,0,Master,CFA,4,4,41,5,5,2,5,4,6,9,13,9,4,9,9,7,7,72,No,4,10,Yes,Phone,No,Long-term,Achieved,Internal,21,3,4931,2023-02-16,Project-87,Development,Small,Moderate,Analyst,Failed,5,7,Low,Medium,Complete,6,Incomplete,2024/Finance/1515,Project C,9,Not Converted,Learning Outcome A,Junior,5,8,Yes,No,In Progress,994,Award,Premium,1464,None,4973,2940,Certified,87,1027,72,Inactive,Inactive,Yes,11,Premium,7,6,Leadership Training,13,11,8,3,7,8,9,8,12,11,No,7,5,9,Active,,,,
2024/HR/3099,2024/HR/2341,HR,Manager,6,2023-08-02,2023-08-17,2023-10-23,80230,5032,Advanced,2024/IT/3004,62,1,Master,PMP,5,3,36,0,7,2,5,4,6,7,11,10,5,9,9,7,5,85,Yes,7,9,Yes,Direct Visit,Yes,Medium-term,In Progress,Agency,23,2,5072,2023-08-02,Project-91,Development,Medium,Simple,Analyst,Failed,4,3,Medium,Low,Complete,4,Incomplete,2024/Marketing/0762,Project B,5,Converted,Learning Outcome A,Junior,11,6,Yes,Yes,Not Started,960,None,Basic,1474,Stock Options,5020,2990,Not Certified,90,1006,76,Active,Inactive,Yes,8,Premium,5,4,Leadership Training,10,9,4,13,9,2,8,10,5,10,Yes,9,8,8,Active,,,,
2024/Marketing/3100,2024/Marketing/1854,Sales,Developer,16,2023-09-22,2024-02-28,2024-03-31,80148,5005,None,2024/HR/2831,56,0,Master,Google Cloud,5,4,43,0,7,3,3,0,7,7,5,3,6,3,11,10,11,93,Yes,4,5,No,Phone,Yes,Medium-term,Not Started,Referral,25,9,4951,2023-09-22,Project-35,Development,Small,Moderate,Developer,Failed,9,6,High,High,Partial,4,Completed,2024/Sales/2863,Project B,8,Converted,Learning Outcome B,Mid-Senior,7,7,Yes,Yes,In Progress,1010,None,Premium,1526,Stock Options,4998,2978,Not Certified,76,976,87,Inactive,Active,No,4,Standard,2,6,None,12,13,5,12,6,6,1,8,13,12,No,5,5,6,Active,,,,
2024/Sales/3101,2024/HR/0041,IT,Analyst,7,2020-03-29,2020-05-16,2020-07-24,79921,4969,Basic,2024/Sales/2195,51,2,Master,None,4,2,41,5,7,3,2,0,7,7,6,6,10,9,12,14,5,70,Yes,7,6,Yes,Email,No,Long-term,In Progress,Referral,35,5,4960,2020-03-29,Project-54,Consulting,Medium,Complex,Analyst,In Progress,7,5,Low,Low,Not Started,1,Incomplete,2024/HR/1156,Project C,6,Not Converted,Learning Outcome B,Mid-Senior,7,6,Yes,No,Achieved,1000,None,Premium,1531,None,4950,3028,In Progress,86,1032,74,Inactive,Inactive,Yes,7,Standard,2,14,Leadership Training,8,7,2,6,6,8,11,4,6,12,Yes,8,4,7,Active,,,,
2024/Marketing/3102,2024/Sales/2049,IT,Manager,9,2021-07-22,2021-08-30,2021-11-06,80407,5092,Advanced,2024/IT/1452,57,0,PhD,PMP,6,5,42,1,4,8,3,1,7,11,7,7,6,5,6,5,7,92,No,3,8,No,Phone,No,Medium-term,Not Started,Referral,36,5,5025,2021-07-22,Project-33,Consulting,Small,Simple,Analyst,In Progress,2,11,Medium,Low,Partial,1,Incomplete,2024/Finance/0910,Project C,10,Not Converted,Learning Outcome B,Mid-Senior,5,5,No,Yes,Achieved,980,None,Premium,1434,Stock Options,4974,3079,Certified,75,969,77,Active,Inactive,No,7,Premium,4,9,Leadership Training,5,5,9,8,10,6,8,11,9,6,Yes,7,14,3,Active,,,,
2024/HR/3103,2024/Sales/0058,Sales,Analyst,10,2023-06-28,2023-08-31,2023-10-31,80117,4908,None,2024/HR/0725,41,0,Master,CFA,3,4,37,2,7,9,0,4,3,6,7,9,7,10,3,8,6,74,No,7,2,Yes,Fax,No,Long-term,Not Started,Agency,28,3,4955,2023-06-28,Project-1,Consulting,Large,Complex,Manager,Successful,8,10,High,High,Not Started,1,Incomplete,2024/IT/0904,Project A,6,Not Converted,Learning Outcome A,Associate,5,5,Yes,Yes,Not Started,983,Recognition,Premium,1510,None,4904,2973,Certified,81,1027,79,Inactive,Inactive,No,6,Premium,3,11,Leadership Training,4,5,8,11,12,8,7,12,8,12,No,7,3,8,Inactive,,,,
2024/IT/3104,2024/HR/1334,Marketing,Analyst,15,2019-04-01,2019-04-18,2019-07-09,80231,5039,Basic,2024/IT/2896,51,0,Bachelor,Google Cloud,4,3,38,2,3,2,3,5,10,11,11,6,5,9,6,4,9,66,Yes,7,5,No,Phone,No,Long-term,Achieved,Job Board,26,6,5034,2019-04-01,Project-67,Research,Medium,Moderate,Developer,Failed,7,11,Medium,Medium,Partial,2,Incomplete,2024/HR/2469,Project A,4,Converted,Learning Outcome C,Mid-Senior,2,6,Yes,No,Achieved,978,Award,Standard,1470,Stock Options,4914,3056,Not Certified,82,1034,83,Inactive,Active,Yes,7,Basic,6,9,Leadership Training,11,11,10,4,6,11,9,6,6,8,No,9,5,14,Inactive,,,,
2024/Sales/3105,2024/IT/2316,Marketing,Developer,6,2024-06-23,2024-10-14,2024-12-02,80505,5052,Advanced,2024/Sales/0565,55,0,Bachelor,AWS,6,7,42,0,6,1,3,0,8,8,13,6,8,10,15,9,9,77,No,7,8,No,Direct Visit,Yes,Medium-term,Achieved,Referral,30,10,5027,2024-06-23,Project-62,Consulting,Medium,Moderate,Analyst,Successful,6,6,Low,High,Partial,1,Incomplete,2024/Finance/2636,Project A,7,Not Converted,Learning Outcome B,Senior,4,9,No,Yes,Achieved,989,Award,Premium,1568,None,5075,3034,Not Certified,100,1048,71,Active,Inactive,No,9,Standard,3,7,None,5,8,12,6,4,6,5,9,6,12,Yes,6,12,3,Inactive,,,,
2024/Sales/3106,2024/Sales/2742,Marketing,Developer,15,2022-12-14,2023-05-22,2023-07-19,80122,4931,Basic,2024/Sales/0565,44,1,PhD,PMP,5,2,43,1,5,4,3,3,4,8,7,10,10,10,8,8,9,85,No,10,5,Yes,Direct Visit,No,Short-term,Achieved,Job Board,27,6,4979,2022-12-14,Project-99,Development,Large,Moderate,Manager,Successful,10,3,High,High,Complete,4,Incomplete,2024/HR/2437,Project C,7,Not Converted,Learning Outcome C,Junior,9,7,No,No,Achieved,1001,None,Standard,1506,Stock Options,5027,3068,Certified,80,1037,80,Inactive,Inactive,No,13,Standard,4,8,Leadership Training,6,5,7,8,12,8,8,8,9,7,No,16,9,6,Active,,,,
2024/HR/3107,2024/HR/0095,Marketing,Manager,5,2020-05-02,2020-10-06,2021-01-01,80378,4910,Basic,2024/Sales/1108,51,2,Master,None,6,4,37,0,6,8,3,2,4,7,11,8,8,4,9,4,10,82,No,7,5,No,Phone,No,Long-term,Not Started,Referral,35,5,4960,2020-05-02,Project-88,Development,Small,Moderate,Developer,Failed,6,14,High,Low,Partial,4,Incomplete,2024/Marketing/1074,Project C,9,Converted,Learning Outcome A,Mid-Senior,5,4,No,Yes,Not Started,992,Recognition,Standard,1485,Stock Options,4966,2982,Not Certified,72,978,79,Inactive,Inactive,No,9,Basic,4,9,None,8,7,5,5,6,4,7,8,3,11,Yes,4,8,6,Inactive,,,,
2024/Finance/3108,2024/HR/2230,HR,Consultant,13,2018-11-22,2019-01-12,2019-03-13,80271,5003,Advanced,2024/Sales/1108,43,2,Bachelor,AWS,4,2,37,5,6,1,5,4,16,10,8,7,8,7,9,9,1,70,No,4,5,Yes,Email,No,Short-term,In Progress,Job Board,27,3,4893,2018-11-22,Project-23,Consulting,Large,Moderate,Analyst,Failed,6,13,Medium,Medium,Partial,6,Completed,2024/Sales/0260,Project B,11,Not Converted,Learning Outcome A,Junior,10,5,No,No,Achieved,989,Award,Basic,1493,None,4882,3004,Certified,78,987,70,Active,Inactive,Yes,12,Basic,4,9,None,11,12,8,9,7,9,10,7,7,11,Yes,7,7,5,Inactive,,,,
2024/Finance/3109,2024/HR/2131,Sales,Analyst,6,2021-08-30,2021-10-27,2022-01-17,80613,4972,None,2024/Finance/1192,39,2,Bachelor,None,3,2,37,1,5,2,4,5,9,1,14,10,8,4,12,8,7,87,No,6,7,No,Fax,No,Short-term,Not Started,Referral,25,3,5079,2021-08-30,Project-19,Research,Medium,Simple,Analyst,Failed,5,8,Low,Low,Complete,2,Completed,2024/Finance/2359,Project C,6,Converted,Learning Outcome B,Mid-Senior,6,9,Yes,Yes,Not Started,995,Recognition,Basic,1512,Stock Options,4973,2949,Certified,68,1001,78,Inactive,Inactive,No,6,Basic,9,10,Leadership Training,8,13,9,9,10,12,8,4,11,15,Yes,11,10,11,Inactive,,,,
2024/Sales/3110,2024/Sales/1614,Sales,Manager,11,2021-10-17,2021-11-06,2021-12-11,79419,4968,Advanced,2024/Marketing/0769,55,2,PhD,Google Cloud,4,2,40,5,6,3,1,5,4,10,7,10,7,10,5,6,10,88,No,9,9,No,Phone,Yes,Long-term,Achieved,Job Board,29,4,5028,2021-10-17,Project-2,Development,Medium,Moderate,Analyst,Successful,8,5,High,Low,Complete,6,Incomplete,2024/HR/0546,Project B,4,Not Converted,Learning Outcome A,Associate,12,2,No,Yes,In Progress,952,None,Basic,1520,Stock Options,5029,3021,Not Certified,66,945,64,Inactive,Inactive,No,8,Basic,5,7,None,8,5,5,6,5,8,9,6,3,12,No,9,7,5,Inactive,,,,
2024/HR/3111,2024/Sales/0341,IT,Analyst,16,2024-06-24,2024-08-21,2024-11-09,79859,5034,Basic,2024/Marketing/0719,49,0,PhD,Google Cloud,4,7,41,3,5,0,2,4,4,7,5,16,5,12,10,8,17,73,No,11,7,No,Email,Yes,Medium-term,Achieved,Referral,37,4,4905,2024-06-24,Project-93,Research,Large,Complex,Manager,Failed,8,8,Low,Medium,Partial,3,Completed,2024/IT/2764,Project B,11,Converted,Learning Outcome C,Mid-Senior,14,10,Yes,Yes,Achieved,1031,Recognition,Standard,1539,None,5091,3084,Certified,78,970,54,Active,Active,No,8,Premium,3,8,None,14,6,5,11,7,4,11,16,5,4,Yes,10,10,9,Inactive,,,,
2024/IT/3112,2024/Marketing/0959,Marketing,Consultant,12,2021-04-29,2021-10-10,2021-11-20,79938,5053,Basic,2024/Finance/0309,48,0,PhD,AWS,5,7,44,0,5,10,3,1,12,14,10,6,4,6,6,12,6,75,Yes,12,6,No,Email,No,Medium-term,Achieved,Referral,25,3,5068,2021-04-29,Project-49,Research,Large,Simple,Developer,In Progress,8,4,High,High,Not Started,4,Completed,2024/Marketing/1125,Project C,6,Not Converted,Learning Outcome B,Associate,6,10,No,Yes,In Progress,951,Award,Premium,1533,None,4964,2984,Certified,74,1045,79,Active,Active,Yes,10,Standard,3,6,Leadership Training,4,6,2,8,9,9,6,11,5,8,No,3,7,5,Active,,,,
2024/HR/3113,2024/Marketing/1744,Finance,Analyst,7,2023-10-16,2023-11-20,2024-01-31,79948,5063,Basic,2024/Finance/0536,64,0,Bachelor,Google Cloud,3,1,38,2,10,5,1,3,7,11,5,11,11,11,9,10,6,66,No,10,8,Yes,Phone,No,Long-term,Not Started,Referral,35,7,5101,2023-10-16,Project-32,Consulting,Large,Complex,Analyst,Failed,4,8,Medium,Medium,Not Started,6,Completed,2024/HR/0606,Project A,6,Converted,Learning Outcome C,Senior,10,8,Yes,No,Not Started,1120,None,Premium,1493,Stock Options,4973,3066,Certified,84,951,89,Inactive,Inactive,No,7,Standard,7,5,Leadership Training,14,9,5,3,9,10,12,10,10,10,Yes,11,3,5,Active,,,,
2024/Sales/3114,2024/Finance/2918,HR,Developer,10,2023-05-17,2023-06-05,2023-09-01,80102,5017,None,2024/Finance/0536,51,0,Master,None,4,4,37,0,9,7,3,4,7,7,5,9,4,8,11,9,6,85,No,4,5,No,Direct Visit,No,Long-term,Not Started,Referral,27,2,5013,2023-05-17,Project-73,Consulting,Medium,Moderate,Analyst,Failed,6,9,Low,Medium,Complete,2,Incomplete,2024/Marketing/1214,Project C,3,Not Converted,Learning Outcome A,Junior,6,10,No,Yes,Not Started,1020,None,Standard,1456,None,4967,2965,In Progress,64,992,84,Inactive,Inactive,Yes,8,Standard,6,3,Leadership Training,8,13,4,8,5,9,4,8,3,9,No,14,11,11,Active,,,,
2024/IT/3115,2024/HR/2515,Marketing,Developer,15,2021-05-17,2021-06-02,2021-08-12,79575,4867,Advanced,2024/Finance/0536,55,2,PhD,PMP,4,1,45,2,6,1,2,5,5,8,3,14,6,7,5,10,8,92,Yes,7,3,Yes,Email,Yes,Medium-term,Not Started,Referral,37,2,5026,2021-05-17,Project-71,Research,Large,Moderate,Analyst,In Progress,3,8,High,Medium,Complete,6,Completed,2024/Finance/2578,Project A,6,Not Converted,Learning Outcome A,Junior,13,8,No,No,Not Started,981,None,Basic,1481,None,4998,2956,Not Certified,78,985,68,Active,Active,Yes,7,Premium,8,12,None,7,6,10,5,9,13,9,11,8,7,No,6,6,10,Inactive,,,,
2024/IT/3116,2024/Finance/0944,HR,Developer,6,2022-08-12,2022-10-26,2022-11-27,80501,4922,Advanced,2024/Finance/0536,45,2,PhD,None,6,1,38,1,6,9,4,5,10,10,9,7,10,5,7,5,8,72,No,9,10,Yes,Fax,Yes,Medium-term,Achieved,Agency,29,2,4884,2022-08-12,Project-56,Development,Large,Complex,Manager,Failed,4,7,Medium,Low,Not Started,3,Incomplete,2024/Sales/2622,Project B,5,Converted,Learning Outcome C,Junior,8,8,No,Yes,In Progress,1001,Recognition,Premium,1481,Stock Options,4996,2883,Not Certified,92,995,65,Inactive,Inactive,No,8,Standard,3,10,None,13,11,11,9,7,7,9,5,10,5,No,6,14,14,Inactive,,,,
2024/HR/3117,2024/Sales/1850,Marketing,Analyst,6,2019-05-26,2019-06-08,2019-07-08,79580,5094,Basic,2024/HR/2251,51,0,Master,Google Cloud,5,2,39,3,10,0,0,4,9,7,4,10,5,10,7,5,6,91,Yes,5,8,No,Phone,No,Medium-term,Not Started,Referral,20,5,4914,2019-05-26,Project-99,Consulting,Medium,Moderate,Manager,Successful,11,3,Low,Low,Complete,4,Completed,2024/IT/3010,Project B,7,Converted,Learning Outcome A,Senior,12,1,No,Yes,Not Started,1004,None,Basic,1570,None,5100,2904,In Progress,74,989,70,Active,Inactive,Yes,13,Basic,5,8,Leadership Training,8,5,7,6,8,8,8,8,9,14,Yes,10,9,9,Active,,,,
2024/Finance/3118,2024/IT/1662,Sales,Consultant,14,2023-11-30,2024-04-20,2024-05-27,80134,4934,None,2024/HR/2251,53,1,Bachelor,None,7,4,38,3,8,6,3,2,12,8,16,7,11,10,7,8,7,84,Yes,11,8,No,Email,Yes,Short-term,Achieved,Job Board,32,6,4933,2023-11-30,Project-69,Research,Small,Simple,Analyst,Successful,6,9,Low,Medium,Complete,5,Incomplete,2024/IT/0777,Project B,8,Converted,Learning Outcome A,Junior,11,3,No,Yes,Achieved,1029,Recognition,Standard,1562,None,4982,3052,Certified,76,983,82,Inactive,Inactive,No,6,Basic,7,12,None,6,11,7,11,5,5,8,6,6,5,Yes,11,8,12,Inactive,,,,
2024/Sales/3119,2024/IT/0328,Marketing,Developer,9,2022-03-18,2022-04-29,2022-07-27,79871,5055,None,2024/IT/1218,43,1,Master,AWS,3,4,38,1,5,6,4,1,10,9,7,11,11,9,6,9,6,80,Yes,3,7,No,Fax,Yes,Long-term,Achieved,Job Board,31,2,5054,2022-03-18,Project-96,Consulting,Large,Simple,Analyst,In Progress,8,6,Low,Low,Partial,5,Completed,2024/IT/0328,Project B,10,Not Converted,Learning Outcome C,Associate,11,5,Yes,No,Not Started,1040,Recognition,Premium,1534,None,4905,3035,In Progress,76,944,87,Active,Inactive,Yes,9,Premium,7,9,None,2,12,7,8,10,5,13,9,5,9,Yes,7,6,13,Active,,,,
